"your_campus","your_acade","your_grade","club_stud_org","class_commi","soci_acti","dali_live","local","Social Radius"
"WuShan","S5","freshman",1,1,1,1,0,2.14186069358483
"WuShan","S6","senior",1,1,0,0,1,1.96993810786914
"WuShan","S7","senior",1,0,0,0,0,2.60565870910699
"WuShan","S8","senior",0,0,0,1,0,1.96993810786914
"WuShan","S9","junior",1,1,0,0,0,2.42921701542391
"WuShan","S10","senior",1,0,0,0,1,2.22202573926712
"WuShan","S11","junior",1,1,1,1,1,1.96993810786914
"WuShan","S12","junior",1,1,1,1,0,1.96993810786914
"WuShan","T1","sophomore",0,0,1,0,0,2.0430297671677
"WuShan","T2","graduate",0,1,0,0,0,2.84222418705177
"WuShan","T3","graduate",1,1,1,1,0,1.9759308379998
"WuShan","T4","junior",1,0,1,1,1,1.9759308379998
"WuShan","U1","senior",1,0,1,1,0,2.33795068277827
"WuShan","U2","senior",1,1,0,1,0,2.67305236270754
"WuShan","U3","senior",1,0,0,1,0,1.99489144316731
"WuShan","U4","sophomore",1,1,0,0,1,2.03968955693094
"WuShan","U5","senior",1,1,1,1,0,2.04528932115139
"HEMC","V1","freshman",0,0,0,0,0,2.69407603890363
"HEMC","V2","junior",1,0,1,1,0,1.96286472148541
"HEMC","V3","junior",0,0,1,1,1,1.96286472148541
"HEMC","V4","sophomore",0,0,0,0,0,2.78504764711661
"HEMC","V5","freshman",0,0,0,1,1,2.64790254445427
"HEMC","V6","senior",0,0,0,0,0,2.83937518420277
"HEMC","V7","graduate",1,0,1,1,1,2.17447686413204
"HEMC","V8","graduate",1,0,1,1,0,2.2883387366146
"HEMC","V9","sophomore",1,0,1,1,0,2.61184792219275
"HEMC","V10","sophomore",0,1,0,0,1,2.72443265546714
"HEMC","V11","sophomore",1,0,0,0,0,2.86796345417035
"HEMC","V12","graduate",1,1,1,1,1,1.96286472148541
"HEMC","V13","sophomore",1,0,0,0,1,2.73779349641419
"HEMC","V14","sophomore",1,0,0,0,1,1.96286472148541
"HEMC","V15","sophomore",0,0,0,0,1,2.57284605560468
"HEMC","V16","junior",0,0,1,1,0,2.69604086845466
"HEMC","V17","graduate",1,0,0,0,0,2.3990568818155
"HEMC","V18","senior",1,1,0,1,1,2.53679143334316
"HEMC","V19","graduate",0,0,0,0,1,2.49729835936733
"HEMC","V20","senior",1,1,0,0,1,2.30906768837803
"HEMC","V21","freshman",1,0,0,0,1,2.60222025739267
"HEMC","V22","senior",1,0,1,1,0,2.11425483839277
"HEMC","V23","junior",1,0,1,0,0,2.44916003536693
"HEMC","W1","senior",0,1,0,1,1,1.96276648000786
"HEMC","W2","junior",0,1,0,0,1,2.51851851851852
"HEMC","W3","sophomore",1,0,0,0,1,2.60772178013557
"HEMC","W4","freshman",0,0,0,1,1,2.63159445918067
"HEMC","W5","sophomore",1,0,1,1,1,2.50574712643678
"HEMC","W6","junior",1,1,0,1,1,2.36290401807643
"HEMC","W7","junior",1,1,1,1,0,2.04460163080853
"HEMC","W8","sophomore",0,0,1,1,1,1.96276648000786
"HEMC","W9","junior",1,0,0,0,0,2.56203949307398
"HEMC","W10","senior",0,0,1,0,1,1.96276648000786
"HEMC","X1","senior",1,0,0,1,0,2.34610472541507
"HEMC","X2","senior",1,1,1,1,0,2.33451223106396
"HEMC","X3","junior",1,1,0,0,0,2.32380391001081
"HEMC","X4","junior",1,1,0,0,0,2.82964927792514
"HEMC","Y1","junior",1,1,1,0,0,2.60968660968661
"HEMC","Y2","sophomore",1,0,0,0,0,1.96964338343649
"HEMC","Y3","graduate",1,1,1,1,1,2.6980056980057
"HEMC","Y4","senior",0,0,1,0,0,1.99960703408979
"HEMC","Z1","graduate",1,0,0,0,1,1.96315944591807
"HEMC","Z2","senior",1,1,1,1,1,2.13409961685824
"HEMC","Z3","senior",1,1,1,1,0,1.96315944591807
"HEMC","Z4","graduate",1,0,0,1,0,2.4341290893015
"HEMC","Z5","graduate",1,0,0,1,0,1.96315944591807
"HEMC","Z6","graduate",1,0,1,1,0,1.96315944591807
"HEMC","Z7","graduate",1,1,0,1,0,2.75341389134493
"HEMC","Z8","junior",1,1,1,1,0,2.05511346890657
"HEMC","Z9","junior",1,0,1,1,0,2.13665389527459
"HEMC","Z10","junior",1,1,1,1,0,2.581982513017
"HEMC","Z11","junior",0,0,0,0,0,2.80106100795756
"HEMC","Z12","sophomore",1,1,0,1,0,2.44031830238727
"HEMC","Z13","senior",1,0,0,0,1,2.67590136555654
"HEMC","Z14","senior",0,1,0,1,0,2.41634738186462
"HEMC","Z15","senior",1,1,0,0,1,2.54278416347382
"HEMC","Z16","junior",0,0,0,0,0,1.96315944591807
"HEMC","Z17","senior",1,1,0,0,0,2.54759799587386
"HEMC","Z18","junior",1,0,0,0,0,1.96315944591807
"HEMC","Z19","junior",1,1,1,1,1,2.69682680027508
"HEMC","Z20","junior",1,0,0,0,0,1.96315944591807
"HEMC","Z21","junior",0,0,0,0,0,1.96315944591807
"HEMC","Z22","senior",1,1,0,0,0,1.96315944591807
"HEMC","Z23","senior",1,1,0,0,0,1.96315944591807
"HEMC","Z24","junior",1,1,0,0,0,2.39149228804401
"HEMC","Z25","junior",0,0,0,1,0,2.5391492288044
"HEMC","Z26","senior",1,1,1,1,1,2.29452794970036
